survey,id,state,city,gender,age,marital_status,no_kids,education,employment ,career,race,income,US_census_region,US_census_division,community,distance_from_coast,political,poltical2,Q4_fishing,Q4_hunting,Q4_fish_hunt,Q6_overfish_deforest,Q6_melt_extremes,Q6_plastic_waste,Q6_oil_toxics,Q6_oa_soil,Q6_none,Q6_total_awareness,Q7_overfish_deforest,Q7_melt_extremes,Q7_plastic_waste,Q7_oil_toxics,Q7_oa_soil,Q7_none,Q8_coast,Q8_ocean,Q8_fw,Q8_forest,Q8.5_plains,Q8_mountains,Q9_percent,Q10_animal_health,Q11_habitat_health,Q13_concern_fish,Q19_scenario_effective,Q20_protected_area,Q20_captive_breed,Q20_relocate,Q20_regulations,Q20_education,Q20_supplament,Q21_invest_govregs,Q21.2_partnerships,Q21_donate_ngo,Q21_market,Q21_programs,Q21_penalties,Q21_none,Q21_total_funds,,,,
Terrestrial,-1662908503,North Carolina,Charlotte,male,45 - 54,single,zero,university,unable_to_work,construction,multiracial,lower_i,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,No,No,None,1,1,1,1,0,0,0.8,0.5,1,0.5,0.5,0,0,0.8,1,1,0.8,0.6,0.6,65,0.4,0.4,0.8,1,0.8,1,1,0.8,0.8,0.8,0,1,0,0,1,1,0,3,,,,
Terrestrial,1412908061,New York,Commack,male,54+,married,zero,university,retired,other,white,middle_i,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,0,0,0.8,0.5,1,0.75,1,0,0,0.8,0.4,0.6,0.8,0.4,0.4,70,0.8,0.8,0.4,1,0.8,1,1,1,1,0.2,1,0,1,0,0,1,0,3,,,,
Terrestrial,113745553,Nevada,Minden,female,54+,divorced,zero,high_school,employed_for_wages,wholesale,white,middle_i,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,100,0.2,0.2,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,1343500150,Texas,Houston,female,35 - 44,married,two,university,self_employed,software,white,middle_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0,1,1,1,1,1,1,35,0.4,0.4,1,0.8,0.8,0.8,0.8,1,1,1,1,1,0,0,0,1,0,3,,,,
Terrestrial,-21990663,New York,East Meadow,female,35 - 44,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",Less than 1-hour drive away / 10 - 59 miles away,Moderate,Moderate,Yes,No,Fish,0,1,1,1,0,0,0.6,0,0.75,1,0.75,0,0,0.8,0.6,0.6,0.6,0.6,0.6,75,0.8,0.8,0.6,0.8,0.8,0.8,1,1,1,1,1,1,0,1,0,0,0,3,,,,
Terrestrial,-186003825,Louisiana,Slidell,male,35 - 44,married,one,university,employed_for_wages,information_services_and_data,white,middle_i,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,I prefer not to say,Wont say,Yes,No,Fish,1,1,1,0,0,0,0.6,0.5,0.5,0.75,0,0,0,1,1,1,1,1,1,90,0.8,0.8,0.8,0.8,1,0.8,0.8,1,1,0.8,1,1,1,0,1,0,0,4,,,,
Terrestrial,226758776,Texas,Dallas,female,54+,divorced,one,university,retired,other,white,lower_ii,South,West South Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.8,55,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,0.8,0.6,0,1,0,0,0,1,0,2,,,,
Terrestrial,1069978267,Ohio,Hamler,male,25 - 34,married,one,postgraduate,employed_for_wages,information_services_and_data,white,high_ii,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,No,Yes,Hunt,0,0,0,1,1,0,0.4,0,0,0,0.75,0.75,0,0.8,0.8,1,1,1,0.8,40,0.4,0.4,0.4,1,1,0.8,0.8,1,1,1,1,0,0,0,1,0,0,2,,,,
Terrestrial,141036405,New York,The Bronx,male,45 - 54,married,one,postgraduate,employed_for_wages,information_services_and_data,white,high_iii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,0,1,0,0.8,0.5,0.75,0.5,0,0.5,0,0.8,0.6,0.8,0.4,0.6,0.8,65,0.8,0.8,0.8,0.8,0.6,0.8,0.6,1,0.6,0.6,1,1,0,1,0,0,0,3,,,,
Terrestrial,1852479828,Nevada,Las Vegas,female,25 - 34,single,zero,postgraduate,employed_for_wages,other,multiracial,lower_ii,West,Mountain,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,0,1,0,0,0,0,0.2,0,0.5,0,0,0,0,0.8,0.8,1,1,0.8,0.8,55,0.4,0.6,0.8,0.8,1,0.8,0.8,0.8,0.6,0.8,0,0,0,0,1,1,0,2,,,,
Terrestrial,919558285,Ohio,New Philadelphia,female,35 - 44,married,two,university,homemaker,manufacturing_other,white,high_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.6,0.6,0.6,0.6,0.8,0.8,45,0.4,0.6,0.6,0.8,0.6,0.6,0.8,0.8,0.6,0.8,0,0,1,1,0,0,0,2,,,,
Terrestrial,-757768149,Texas,Unknown,female,54+,divorced,two,high_school,unable_to_work,other,white,lower_i,South,West South Central,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,No,Fish,1,1,1,0,0,0,0.6,1,1,1,0,0,0,1,1,1,1,0.8,0.8,50,0.4,0.4,0.8,1,1,0.8,1,1,1,0.6,0,0,1,0,1,1,0,3,,,,
Terrestrial,1095166592,California,Walnut Creek,female,35 - 44,single,two,university,employed_for_wages,other,white,lower_ii,West,Pacific,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,1,0,1,0.75,0.75,0.75,0.75,0.75,0,0.6,0.8,0.8,0.6,0.8,0.6,95,0.4,0.4,1,1,1,1,0.8,1,0.8,0.8,0,1,1,1,1,1,0,5,,,,
Terrestrial,-237989542,Texas,Helotes,male,54+,married,zero,vocational_technical_college,unemployed_looking,software,white,high_i,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,Yes,No,Fish,1,1,1,1,1,0,1,0.25,0.25,0.25,0.25,0.25,0,0.6,0.6,0.6,0.6,0.6,0.6,50,1,1,0.2,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0,0,1,0,0,0,0,1,,,,
Terrestrial,1436684210,Michigan,Holland,male,35 - 44,married,one,university,employed_for_wages,information_services_and_data,white,middle_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,1,1,1,1,1,0,1,0.5,0.5,0.5,0.5,0.5,0,0.8,0.8,0.8,0.8,0.6,0.6,55,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0.6,0,1,0,0,1,1,0,3,,,,
Terrestrial,-1437421629,Texas,Killeen,male,25 - 34,married,two,postgraduate,other,agriculture_forestry_fishing_or_hunting,hispanic,lower_i,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,No,Fish,0,0,1,0,1,0,0.4,0,0,0.75,0,0.25,0,1,0.2,0.8,0.4,0.4,0.8,75,0.8,0.4,0.4,0.8,0.4,0.6,0.2,0.8,1,1,0,0,1,0,1,0,0,2,,,,
Terrestrial,1167187478,Maryland,Silver Spring,female,54+,single,zero,university,retired,other,black,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,No,Fish,1,1,1,0,0,0,0.6,0.5,0.25,0.5,0,0,0,0.8,0.6,0.6,0.8,0.6,0.8,65,0.4,0.4,0.8,0.6,0.8,0.8,1,0.6,1,0.8,1,0,0,0,1,0,0,2,,,,
Terrestrial,-1995761697,Illinois,Belleville,female,54+,married,one,high_school,homemaker,homemaker,white,middle_i,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,1,0,1,0,0,0,0.4,0.25,0,0.5,0,0,0,0.8,0.8,0.8,0.8,0.2,0.6,25,0.4,0.4,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,3,,,,
Terrestrial,-296678787,California,Santa Paula,male,45 - 54,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_iii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,No,Fish,0,1,0,1,0,0,0.4,0,0.25,0,0.5,0,0,0.6,0.8,0.8,0.6,0.6,0.8,85,0.8,0.6,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,2146043068,North Carolina,Burlington,female,54+,divorced,zero,high_school,retired,other,white,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,No,None,1,1,0,0,1,0,0.6,0.75,1,0,0,0.75,0,0.8,0.8,0.8,0.6,0.6,0.6,50,0.4,0.4,0.8,0.8,0.8,1,1,0.8,1,0.8,0,1,0,0,0,1,0,2,,,,
Terrestrial,1943750710,Virginia,Ashburn,male,35 - 44,separated,two,university,self_employed,finance_and_insurance,black,lower_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,60,0.6,0.6,0.8,0.8,1,1,1,1,1,1,0,1,1,0,1,1,0,4,,,,
Terrestrial,-1799678406,New Jersey,Haddon Heights,male,25 - 34,single,zero,university,employed_for_wages,finance_and_insurance,white,middle_i,Northeast,Middle Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,No,Fish,0,1,0,1,0,0,0.4,0,1,0,0.5,0,0,0.6,0.6,0.6,0.8,0.6,0.8,65,0.4,0.4,0.8,1,0.8,0.8,0.8,0.6,1,0.6,1,1,0,0,1,1,0,4,,,,
Terrestrial,1559048325,Texas,Denton,female,54+,married,zero,postgraduate,retired,other,white,lower_ii,South,West South Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,1,1,1,1,1,0,1,0.5,1,0.5,0.5,0.5,0,0.4,0.6,0.4,0.6,0.2,0.6,75,0.6,0.4,0.8,0.8,1,0.8,0.8,0.8,0.8,0.6,0,0,0,0,1,1,0,2,,,,
Terrestrial,-632034535,Maine,Bangor,male,35 - 44,living_with_partner,zero,high_school,employed_for_wages,other,white,lower_ii,Northeast,New England,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,0.5,1,0.5,0.5,0.5,0,0.8,1,1,0.8,0.6,0.4,45,0.6,0.6,0.8,1,1,0.8,1,1,1,0.4,1,1,0,1,1,1,0,5,,,,
Terrestrial,1181537505,Maryland,Greenbelt,male,45 - 54,married,zero,postgraduate,employed_for_wages,government_and_public_administration,white,high_iii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,Less than 1-hour drive away / 10 - 59 miles away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,0.75,1,1,0,1,1,1,1,1,0.6,45,0.4,0.4,0.8,0.8,0.8,0.6,0.4,1,0.8,0.4,1,1,1,0,1,1,0,5,,,,
Terrestrial,2096206430,Ohio,Mansfield,female,25 - 34,living_with_partner,zero,high_school,self_employed,manufacturing_computer_and_electronics,white,lower_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,Yes,Both,0,0,1,0,0,0,0.2,0,0,0.75,0,0,0,0.8,1,0.8,0.8,0.4,1,70,0.6,0.4,0.4,0.2,0.4,0.8,0.4,1,0.6,0.8,0,0,0,0,1,0,0,1,,,,
Terrestrial,-1695735383,Virginia,Woodbridge,female,18 - 24,single,one,high_school,student,retail,asian,middle_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,I don’t follow politics,None,Yes,Yes,Both,1,1,1,1,1,0,1,0.5,0.75,0.75,1,1,0,0.8,0.8,1,1,1,0.6,60,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,1,1,1,0,1,1,0,5,,,,
Terrestrial,-1695490363,Illinois,Alton,male,54+,married,zero,vocational_technical_college,retired,other,white,lower_ii,Midwest,East North Central,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Strong Right,Right,No,No,None,1,0,0,1,0,0,0.4,0.5,0,0,0.5,0,0,0.4,0.6,0.6,0.8,0.6,0.4,55,0.6,0.6,0.4,1,1,0.8,0.8,0.8,0.8,0.8,0,0,1,0,0,1,0,2,,,,
Terrestrial,1010855546,New Mexico,Albuquerque,male,54+,married,zero,university,retired,other,white,high_i,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Lean Right (Republican) ,Right,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,40,0.4,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,,,,
Terrestrial,396803124,New Jersey,Cranford,male,54+,married,two,postgraduate,employed_for_wages,information_services_and_data,white,middle_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Moderate,Moderate,Yes,Yes,Both,0,1,0,0,1,0,0.4,0,0.25,0,0,0.5,0,0.6,0.6,0.4,0.6,0.6,0.4,50,0.8,0.6,0.6,0.6,1,0.4,0.8,0.6,0.2,0.6,0,0,0,0,1,1,0,2,,,,
Terrestrial,155958091,Florida,Panama City,male,45 - 54,married,zero,university,employed_for_wages,construction,white,middle_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Strong Right,Right,Yes,Yes,Both,1,1,1,0,0,0,0.6,1,1,1,0,0,0,0.6,0.8,1,1,0.8,0.6,40,0.8,0.8,0.6,0.6,1,1,1,1,1,0.6,1,0,1,0,1,1,0,4,,,,
Terrestrial,-888808229,Florida,Fort Lauderdale,male,35 - 44,married,two,postgraduate,employed_for_wages,scientific_or_technical_services,white,middle_ii,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,0,0,0,0.6,0.25,0.5,0.75,0,0,0,0.6,0.6,0.8,0.6,0.8,0.6,75,0.8,0.8,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0.8,1,1,0,1,0,0,0,3,,,,
Terrestrial,-2073659122,California,Lake Elsinore,male,35 - 44,married,two,university,employed_for_wages,information_services_and_data,white,high_iii,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Strong Left,Left,No,Yes,Hunt,0,1,1,1,0,0,0.6,0,0.5,0.25,0.75,0,0,0.6,1,0.8,0.8,0.6,0.8,75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.8,1,0,1,1,1,0,0,4,,,,
Terrestrial,-1918915286,Georgia,Jefferson,female,45 - 54,divorced,zero,high_school,retired,other,white,lower_i,South,South Atlantic,"Rural community: an area where people live and work further apart, usually small cities and towns",3-4 hour drive away / Approximately 125 - 249 miles away,Moderate,Moderate,Yes,No,Fish,0,0,1,0,0,0,0.2,0,0,0.5,0,0,0,0.8,0.8,0.6,0.8,0.8,0.6,100,1,1,1,0.6,0.6,0.8,0.8,1,0.8,0.8,0,0,0,0,0,0,1,0,,,,
Terrestrial,-2072609742,Wisconsin,Cudahy,male,35 - 44,married,one,postgraduate,employed_for_wages,scientific_or_technical_services,white,high_i,Midwest,East North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Strong Right,Right,No,No,None,1,0,1,1,0,0,0.6,0.25,0,0.25,0.25,0,0,0.8,1,0.8,0.8,0.6,1,90,1,1,1,1,0.8,0.8,0.8,1,1,1,0,0,1,1,1,0,0,3,,,,
Terrestrial,-393167364,Michigan,Temperance,male,54+,married,one,university,retired,wholesale,white,middle_i,Midwest,East North Central,"Rural community: an area where people live and work further apart, usually small cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,Yes,No,Fish,1,1,1,1,1,0,1,0.5,1,0.5,0.5,0.75,0,0.8,0.8,0.8,1,0.8,0.6,60,0.4,0.4,0.8,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0,6,,,,
Terrestrial,-660976625,Florida,Miami,male,45 - 54,single,zero,university,self_employed,real_estate_rental_or_leasing,white,middle_i,South,South Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",I live very close to the coast. It’s a short drive away,Moderate,Moderate,Yes,Yes,Both,0,1,0,0,0,0,0.2,0,0.75,0,0,0,0,0.8,0.8,1,0.6,0.6,0.4,80,0.8,0.8,0.8,0.8,1,1,0.8,1,1,0.8,1,1,1,0,0,0,0,3,,,,
Terrestrial,-896697506,California,San Mateo,female,54+,single,two,university,employed_for_wages,software,white,high_ii,West,Pacific,"Rural community: an area where people live and work further apart, usually small cities and towns",I live very close to the coast. It’s a short drive away,Strong Left,Left,No,No,None,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,50,0.4,0.4,0.2,0.6,0.8,0.8,0.8,0.8,1,0.6,1,1,0,1,1,0,0,4,,,,
Terrestrial,1326514132,New York,West Hempstead,male,45 - 54,married,two,postgraduate,employed_for_wages,manufacturing_computer_and_electronics,white,high_ii,Northeast,Middle Atlantic,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,0,0,1,1,0,0,0.4,0,0,0.75,0.5,0,0,0.8,0.8,0.8,0.8,0.8,0.8,50,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0,0,1,0,1,0,0,2,,,,
Terrestrial,1232382554,Unknown,Unknown,male,35 - 44,married,one,postgraduate,employed_for_wages,information_services_and_data,white,high_iii,,,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,Yes,Yes,Both,1,1,1,1,0,0,0.8,0.75,0.75,0.75,0.75,0,0,0.8,0.8,0.8,1,1,0.6,60,0.8,0.8,0.8,1,1,0.8,0.8,1,1,0.8,1,1,0,0,1,1,0,4,,,,
Terrestrial,1353828787,Florida,Miami,male,35 - 44,married,two,postgraduate,employed_for_wages,information_services_and_data,white,high_ii,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,1-2 hour drive away / Approximately 60 - 124 miles away,I prefer not to say,Wont say,Yes,No,Fish,1,0,0,0,1,0,0.4,0.5,0,0,0,0.25,0,0.8,1,1,1,1,0.8,90,1,1,1,1,1,1,1,0.8,0.8,1,1,0,0,0,0,1,0,2,,,,
Terrestrial,949838696,Arizona,Phoenix,female,35 - 44,single,zero,university,employed_for_wages,health_care_and_social_assistance,white,middle_i,West,Mountain,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,More than 5-hour drive away / Approximately 250 miles or more,Moderate,Moderate,No,No,None,1,1,0,1,0,0,0.6,0.75,0.5,0,0.75,0,0,0.8,0.8,0.6,0.6,0.8,0.6,60,0.6,0.4,0.8,0.8,0.8,0.6,0.8,0.6,0.8,0.6,0,0,0,0,1,1,0,2,,,,
Terrestrial,109385167,Oregon,Tillamook,female,35 - 44,living_with_partner,two,university,employed_for_wages,health_care_and_social_assistance,white,middle_i,West,Pacific,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",1-2 hour drive away / Approximately 60 - 124 miles away,Lean Left (Democrat),Left,No,No,None,1,1,0,1,1,0,0.8,1,1,0,1,1,0,1,0.8,1,1,1,0.8,50,0.4,0.4,0.8,1,0.8,0.8,0.6,1,1,0.8,0,0,1,0,0,1,0,2,,,,
Terrestrial,-2055012008,Kansas,Olathe,female,35 - 44,single,zero,university,employed_for_wages,transportation_and_warehousing,white,lower_ii,Midwest,West North Central,"In a city / Urban: an area where many people live and work close together, usually large cities and towns",More than 5-hour drive away / Approximately 250 miles or more,Lean Left (Democrat),Left,Yes,No,Fish,1,1,1,1,0,0,0.8,0.5,0.75,0.5,0.5,0,0,0.8,0.8,0.8,0.8,0.8,0.6,65,0.4,0.4,0.8,0.8,1,1,1,1,0.8,0.8,1,0,0,0,1,1,0,3,,,,
Terrestrial,85006840,Delaware,Newark,female,25 - 34,married,two,high_school,unemployed_looking,education,asian,lower_i,South,South Atlantic,Outside of a city / Suburban:  an area adjacent to or within commuting distance to an urban area,I live very close to the coast. It’s a short drive away,Moderate,Moderate,No,No,None,1,0,1,1,0,0,0.6,0.25,0,0.25,0.5,0,0,0.4,0.6,0.6,0.6,0.6,0.8,55,0.8,0.6,0.8,1,1,0.8,1,0.8,0.8,0.8,1,1,0,1,0,1,0,4,,,,
